Slot: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
Bias: 5, 9, 5, 7, 7, 1, 7, 2, 0, 5

Info: round, move, slot, current_standings
0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1
2, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1
3, 1, 4, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1
4, 1, 6, 3, 1, 3, 1, 4, 1, 1, 1, 1, 1
5, 1, 8, 3, 1, 3, 1, 4, 1, 4, 1, 1, 1
6, 1, 8, 3, 1, 3, 1, 4, 1, 4, 1, 0.5, 1
7, 1, 8, 3, 1, 3, 1, 4, 1, 4, 1, 0.25, 1
8, 1, 9, 3, 1, 3, 1, 4, 1, 4, 1, 0.125, 1
9, 1, 7, 3, 1, 3, 1, 4, 1, 4, 1, 0.125, 3
10, 0, 0, 3, 1, 3, 1, 4, 1, 4, 1.5, 0.125, 3
11, 1, 0, 4, 1, 3, 1, 4, 1, 4, 1.5, 0.125, 3
12, 0, 0, 4.5, 1, 3, 1, 4, 1, 4, 1.5, 0.125, 3
13, 1, 7, 4.75, 1, 3, 1, 4, 1, 4, 1.5, 0.125, 3
14, 0, 0, 4.75, 1, 3, 1, 4, 1, 4, 1.75, 0.125, 3
15, 1, 5, 4.875, 1, 3, 1, 4, 1, 4, 1.75, 0.125, 3
16, 1, 1, 4.875, 1, 3, 1, 4, 1, 4, 1.75, 0.125, 3
17, 1, 5, 4.875, 5, 3, 1, 4, 1, 4, 1.75, 0.125, 3
18, 0, 1, 4.875, 5, 3, 1, 4, 1, 4, 1.75, 0.125, 3
19, 0, 1, 4.875, 7, 3, 1, 4, 1, 4, 1.75, 0.125, 3
20, 0, 1, 4.875, 8, 3, 1, 4, 1, 4, 1.75, 0.125, 3
21, 0, 1, 4.875, 8.5, 3, 1, 4, 1, 4, 1.75, 0.125, 3
22, 0, 1, 4.875, 8.75, 3, 1, 4, 1, 4, 1.75, 0.125, 3
23, 0, 1, 4.875, 8.875, 3, 1, 4, 1, 4, 1.75, 0.125, 3
24, 0, 1, 4.875, 8.9375, 3, 1, 4, 1, 4, 1.75, 0.125, 3
25, 0, 1, 4.875, 8.96875, 3, 1, 4, 1, 4, 1.75, 0.125, 3
26, 1, 8, 4.875, 8.98438, 3, 1, 4, 1, 4, 1.75, 0.125, 3
27, 0, 1, 4.875, 8.98438, 3, 1, 4, 1, 4, 1.75, 0.0625, 3
28, 0, 1, 4.875, 8.99219, 3, 1, 4, 1, 4, 1.75, 0.0625, 3
29, 0, 1, 4.875, 8.99609, 3, 1, 4, 1, 4, 1.75, 0.0625, 3
30, 1, 2, 4.875, 8.99805, 3, 1, 4, 1, 4, 1.75, 0.0625, 3
31, 1, 8, 4.875, 8.99805, 4, 1, 4, 1, 4, 1.75, 0.0625, 3
32, 1, 9, 4.875, 8.99805, 4, 1, 4, 1, 4, 1.75, 0.03125, 3
33, 0, 1, 4.875, 8.99805, 4, 1, 4, 1, 4, 1.75, 0.03125, 4
34, 0, 1, 4.875, 8.99902, 4, 1, 4, 1, 4, 1.75, 0.03125, 4
35, 0, 1, 4.875, 8.99951, 4, 1, 4, 1, 4, 1.75, 0.03125, 4
36, 0, 1, 4.875, 8.99976, 4, 1, 4, 1, 4, 1.75, 0.03125, 4
37, 0, 1, 4.875, 8.99988, 4, 1, 4, 1, 4, 1.75, 0.03125, 4
38, 1, 1, 4.875, 8.99994, 4, 1, 4, 1, 4, 1.75, 0.03125, 4
39, 0, 1, 4.875, 8.99997, 4, 1, 4, 1, 4, 1.75, 0.03125, 4
40, 0, 1, 4.875, 8.99998, 4, 1, 4, 1, 4, 1.75, 0.03125, 4
41, 1, 9, 4.875, 8.99999, 4, 1, 4, 1, 4, 1.75, 0.03125, 4
42, 1, 5, 4.875, 8.99999, 4, 1, 4, 1, 4, 1.75, 0.03125, 4.5
43, 0, 1, 4.875, 8.99999, 4, 1, 4, 1, 4, 1.75, 0.03125, 4.5
44, 1, 6, 4.875, 9, 4, 1, 4, 1, 4, 1.75, 0.03125, 4.5
45, 0, 1, 4.875, 9, 4, 1, 4, 1, 5.5, 1.75, 0.03125, 4.5
46, 0, 1, 4.875, 9, 4, 1, 4, 1, 5.5, 1.75, 0.03125, 4.5
47, 1, 1, 4.875, 9, 4, 1, 4, 1, 5.5, 1.75, 0.03125, 4.5
48, 0, 1, 4.875, 9, 4, 1, 4, 1, 5.5, 1.75, 0.03125, 4.5
49, 0, 1, 4.875, 9, 4, 1, 4, 1, 5.5, 1.75, 0.03125, 4.5
50, 0, 1, 4.875, 9, 4, 1, 4, 1, 5.5, 1.75, 0.03125, 4.5
51, 0, 1, 4.875, 9, 4, 1, 4, 1, 5.5, 1.75, 0.03125, 4.5
52, 1, 0, 4.875, 9, 4, 1, 4, 1, 5.5, 1.75, 0.03125, 4.5
53, 1, 3, 4.9375, 9, 4, 1, 4, 1, 5.5, 1.75, 0.03125, 4.5
54, 0, 1, 4.9375, 9, 4, 4, 4, 1, 5.5, 1.75, 0.03125, 4.5
55, 0, 1, 4.9375, 9, 4, 4, 4, 1, 5.5, 1.75, 0.03125, 4.5
56, 1, 8, 4.9375, 9, 4, 4, 4, 1, 5.5, 1.75, 0.03125, 4.5
57, 1, 0, 4.9375, 9, 4, 4, 4, 1, 5.5, 1.75, 0.015625, 4.5
58, 1, 6, 4.96875, 9, 4, 4, 4, 1, 5.5, 1.75, 0.015625, 4.5
59, 0, 1, 4.96875, 9, 4, 4, 4, 1, 6.25, 1.75, 0.015625, 4.5
60, 0, 1, 4.96875, 9, 4, 4, 4, 1, 6.25, 1.75, 0.015625, 4.5
61, 0, 1, 4.96875, 9, 4, 4, 4, 1, 6.25, 1.75, 0.015625, 4.5
62, 1, 6, 4.96875, 9, 4, 4, 4, 1, 6.25, 1.75, 0.015625, 4.5
63, 0, 1, 4.96875, 9, 4, 4, 4, 1, 6.625, 1.75, 0.015625, 4.5
64, 1, 1, 4.96875, 9, 4, 4, 4, 1, 6.625, 1.75, 0.015625, 4.5
65, 0, 1, 4.96875, 9, 4, 4, 4, 1, 6.625, 1.75, 0.015625, 4.5
66, 1, 8, 4.96875, 9, 4, 4, 4, 1, 6.625, 1.75, 0.015625, 4.5
67, 1, 8, 4.96875, 9, 4, 4, 4, 1, 6.625, 1.75, 0.0078125, 4.5
68, 0, 1, 4.96875, 9, 4, 4, 4, 1, 6.625, 1.75, 0.00390625, 4.5
69, 1, 7, 4.96875, 9, 4, 4, 4, 1, 6.625, 1.75, 0.00390625, 4.5
70, 0, 1, 4.96875, 9, 4, 4, 4, 1, 6.625, 1.875, 0.00390625, 4.5
71, 0, 1, 4.96875, 9, 4, 4, 4, 1, 6.625, 1.875, 0.00390625, 4.5
72, 0, 1, 4.96875, 9, 4, 4, 4, 1, 6.625, 1.875, 0.00390625, 4.5
73, 1, 6, 4.96875, 9, 4, 4, 4, 1, 6.625, 1.875, 0.00390625, 4.5
74, 0, 1, 4.96875, 9, 4, 4, 4, 1, 6.8125, 1.875, 0.00390625, 4.5
75, 1, 4, 4.96875, 9, 4, 4, 4, 1, 6.8125, 1.875, 0.00390625, 4.5
76, 0, 1, 4.96875, 9, 4, 4, 5.5, 1, 6.8125, 1.875, 0.00390625, 4.5
77, 0, 1, 4.96875, 9, 4, 4, 5.5, 1, 6.8125, 1.875, 0.00390625, 4.5
78, 0, 1, 4.96875, 9, 4, 4, 5.5, 1, 6.8125, 1.875, 0.00390625, 4.5
79, 0, 1, 4.96875, 9, 4, 4, 5.5, 1, 6.8125, 1.875, 0.00390625, 4.5
80, 1, 2, 4.96875, 9, 4, 4, 5.5, 1, 6.8125, 1.875, 0.00390625, 4.5
81, 0, 1, 4.96875, 9, 4.5, 4, 5.5, 1, 6.8125, 1.875, 0.00390625, 4.5
82, 0, 1, 4.96875, 9, 4.5, 4, 5.5, 1, 6.8125, 1.875, 0.00390625, 4.5
83, 0, 1, 4.96875, 9, 4.5, 4, 5.5, 1, 6.8125, 1.875, 0.00390625, 4.5
84, 0, 1, 4.96875, 9, 4.5, 4, 5.5, 1, 6.8125, 1.875, 0.00390625, 4.5
85, 0, 1, 4.96875, 9, 4.5, 4, 5.5, 1, 6.8125, 1.875, 0.00390625, 4.5
86, 1, 6, 4.96875, 9, 4.5, 4, 5.5, 1, 6.8125, 1.875, 0.00390625, 4.5
87, 1, 4, 4.96875, 9, 4.5, 4, 5.5, 1, 6.90625, 1.875, 0.00390625, 4.5
88, 1, 0, 4.96875, 9, 4.5, 4, 6.25, 1, 6.90625, 1.875, 0.00390625, 4.5
89, 0, 1, 4.98438, 9, 4.5, 4, 6.25, 1, 6.90625, 1.875, 0.00390625, 4.5
90, 0, 1, 4.98438, 9, 4.5, 4, 6.25, 1, 6.90625, 1.875, 0.00390625, 4.5
91, 1, 4, 4.98438, 9, 4.5, 4, 6.25, 1, 6.90625, 1.875, 0.00390625, 4.5
92, 0, 1, 4.98438, 9, 4.5, 4, 6.625, 1, 6.90625, 1.875, 0.00390625, 4.5
93, 0, 1, 4.98438, 9, 4.5, 4, 6.625, 1, 6.90625, 1.875, 0.00390625, 4.5
94, 1, 1, 4.98438, 9, 4.5, 4, 6.625, 1, 6.90625, 1.875, 0.00390625, 4.5
95, 0, 1, 4.98438, 9, 4.5, 4, 6.625, 1, 6.90625, 1.875, 0.00390625, 4.5
96, 1, 8, 4.98438, 9, 4.5, 4, 6.625, 1, 6.90625, 1.875, 0.00390625, 4.5
97, 1, 5, 4.98438, 9, 4.5, 4, 6.625, 1, 6.90625, 1.875, 0.00195312, 4.5
98, 0, 1, 4.98438, 9, 4.5, 4, 6.625, 1, 6.90625, 1.875, 0.00195312, 4.5
99, 0, 1, 4.98438, 9, 4.5, 4, 6.625, 1, 6.90625, 1.875, 0.00195312, 4.5
